0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
0, 0, 1
Primary agent has reached destination!
0, 0, 1
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
0, 0, 2
Primary agent has reached destination!
0, 0, 2
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
0, 0, 3
Primary agent ran out of time! Trial aborted.
0, 0, 3
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
0, 0, 4
Primary agent ran out of time! Trial aborted.
0, 0, 4
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
Primary agent ran out of time! Trial aborted.
0, 0, 5
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
0, 0, 6
Primary agent ran out of time! Trial aborted.
0, 0, 6
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
0, 0, 7
Primary agent ran out of time! Trial aborted.
0, 0, 7
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
0, 0, 8
Primary agent has reached destination!
0, 0, 8
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
0, 0, 9
